ID,Name,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2
9100376,[Vigil - Weapons] Jar Cannon,44010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110000,[Vigil - Armor] Iron Helmet,40000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110001,[Vigil - Armor] Scale Armor,40100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110002,[Vigil - Armor] Iron Gauntlets,40200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110003,[Vigil - Armor] Leather Trousers,40300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110004,[Vigil - Armor] Kaiden Helm,50000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110005,[Vigil - Armor] Kaiden Armor,50100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110006,[Vigil - Armor] Kaiden Gauntlets,50200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110007,[Vigil - Armor] Kaiden Trousers,50300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110008,[Vigil - Armor] Drake Knight Helm,60000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110009,[Vigil - Armor] Drake Knight Armor,60100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110010,[Vigil - Armor] Drake Knight Gauntlets,60200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110011,[Vigil - Armor] Drake Knight Greaves,60300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110012,[Vigil - Armor] Scaled Helm,80000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110013,[Vigil - Armor] Scaled Armor,80100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110014,[Vigil - Armor] Scaled Gauntlets,80200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110015,[Vigil - Armor] Scaled Greaves,80300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110016,[Vigil - Armor] Perfumer Hood,90000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110017,[Vigil - Armor] Perfumer Robe,90100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110018,[Vigil - Armor] Perfumer Gloves,90200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110019,[Vigil - Armor] Perfumer Sarong,90300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110020,[Vigil - Armor] Traveler's Hat,100000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110021,[Vigil - Armor] Perfumer's Traveling Garb,100100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110022,[Vigil - Armor] Traveler's Gloves,100200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110023,[Vigil - Armor] Traveler's Slops,100300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110024,[Vigil - Armor] Alberich's Pointed Hat,120000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110025,[Vigil - Armor] Alberich's Robe,120100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110026,[Vigil - Armor] Alberich's Bracers,120200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110027,[Vigil - Armor] Alberich's Trousers,120300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110028,[Vigil - Armor] Spellblade's Pointed Hat,130000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110029,[Vigil - Armor] Spellblade's Traveling Attire,130100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110030,[Vigil - Armor] Spellblade's Gloves,130200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110031,[Vigil - Armor] Spellblade's Trousers,130300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110032,[Vigil - Armor] Bull-Goat Helm,140000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110033,[Vigil - Armor] Bull-Goat Armor,140100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110034,[Vigil - Armor] Bull-Goat Gauntlets,140200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110035,[Vigil - Armor] Bull-Goat Greaves,140300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110036,[Vigil - Armor] Iron Kasa,150000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110037,[Vigil - Armor] Ronin's Armor,150100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110038,[Vigil - Armor] Ronin's Gauntlets,150200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110039,[Vigil - Armor] Ronin's Greaves,150300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110040,[Vigil - Armor] Guilty Hood,160000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110041,[Vigil - Armor] Cloth Garb,160100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110042,[Vigil - Armor] Cloth Trousers,160300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110043,[Vigil - Armor] Black Wolf Mask,170000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110044,[Vigil - Armor] Blaidd's Armor,170100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110045,[Vigil - Armor] Blaidd's Gauntlets,170200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110046,[Vigil - Armor] Blaidd's Greaves,170300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110047,[Vigil - Armor] Black Knife Hood,180000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110048,[Vigil - Armor] Black Knife Armor,180100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110049,[Vigil - Armor] Black Knife Gauntlets,180200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110050,[Vigil - Armor] Black Knife Greaves,180300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110051,[Vigil - Armor] Exile Hood,190000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110052,[Vigil - Armor] Exile Armor,190100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110053,[Vigil - Armor] Exile Gauntlets,190200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110054,[Vigil - Armor] Exile Greaves,190300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110055,[Vigil - Armor] Banished Knight Helm,200000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110056,[Vigil - Armor] Banished Knight Armor,200100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110057,[Vigil - Armor] Banished Knight Gauntlets,200200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110058,[Vigil - Armor] Banished Knight Greaves,200300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110059,[Vigil - Armor] Briar Helm,210000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110060,[Vigil - Armor] Briar Armor,210100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110061,[Vigil - Armor] Briar Gauntlets,210200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110062,[Vigil - Armor] Briar Greaves,210300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110063,[Vigil - Armor] Briar Armor (Altered),211100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110064,[Vigil - Armor] Page Hood,220000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110065,[Vigil - Armor] Page Garb,220100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110066,[Vigil - Armor] Page Trousers,220300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110067,[Vigil - Armor] Page Garb (Altered),221100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110068,[Vigil - Armor] Night's Cavalry Helm,230000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110069,[Vigil - Armor] Night's Cavalry Armor,230100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110070,[Vigil - Armor] Night's Cavalry Gauntlets,230200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110071,[Vigil - Armor] Night's Cavalry Greaves,230300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110072,[Vigil - Armor] Blue Silver Mail Hood,240000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110073,[Vigil - Armor] Blue Silver Mail Armor,240100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110074,[Vigil - Armor] Blue Silver Bracelets,240200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110075,[Vigil - Armor] Blue Silver Mail Skirt,240300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110076,[Vigil - Armor] Nomadic Merchant's Chapeau,250000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110077,[Vigil - Armor] Nomadic Merchant's Finery,250100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110078,[Vigil - Armor] Nomadic Merchant's Trousers,250300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110079,[Vigil - Armor] Malformed Dragon Helm,260000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110080,[Vigil - Armor] Malformed Dragon Armor,260100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110081,[Vigil - Armor] Malformed Dragon Gauntlets,260200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110082,[Vigil - Armor] Malformed Dragon Greaves,260300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110083,[Vigil - Armor] Tree Sentinel Helm,270000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110084,[Vigil - Armor] Tree Sentinel Armor,270100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110085,[Vigil - Armor] Tree Sentinel Gauntlets,270200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110086,[Vigil - Armor] Tree Sentinel Greaves,270300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110087,[Vigil - Armor] Royal Knight Helm,280000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110088,[Vigil - Armor] Royal Knight Armor,280100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110089,[Vigil - Armor] Royal Knight Gauntlets,280200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110090,[Vigil - Armor] Royal Knight Greaves,280300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110091,[Vigil - Armor] Nox Monk Hood,290000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110092,[Vigil - Armor] Nox Monk Armor,290100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110093,[Vigil - Armor] Nox Monk Bracelets,290200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110094,[Vigil - Armor] Nox Monk Greaves,290300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110095,[Vigil - Armor] Nox Swordstress Crown,292000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110096,[Vigil - Armor] Nox Swordstress Armor,292100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110097,[Vigil - Armor] Night Maiden Twin Crown,293000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110098,[Vigil - Armor] Night Maiden Armor,293100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110099,[Vigil - Armor] Great Horned Headband,300000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110100,[Vigil - Armor] Fur Raiment,300100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110101,[Vigil - Armor] Fur Leggings,300300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110102,[Vigil - Armor] Shining Horned Headband,301000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110103,[Vigil - Armor] Shaman Furs,301100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110104,[Vigil - Armor] Shaman Leggings,301300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110105,[Vigil - Armor] Duelist Helm,310000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110106,[Vigil - Armor] Gravekeeper Cloak,310100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110107,[Vigil - Armor] Duelist Greaves,310300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110108,[Vigil - Armor] Sanguine Noble Hood,320000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110109,[Vigil - Armor] Sanguine Noble Robe,320100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110110,[Vigil - Armor] Sanguine Noble Waistcloth,320300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110111,[Vigil - Armor] Guardian Mask,330000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110112,[Vigil - Armor] Guardian Garb (Full Bloom),330100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110113,[Vigil - Armor] Guardian Bracers,330200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110114,[Vigil - Armor] Guardian Greaves,330300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110115,[Vigil - Armor] Guardian Garb,331100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110116,[Vigil - Armor] Cleanrot Helm,340000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110117,[Vigil - Armor] Cleanrot Armor,340100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110118,[Vigil - Armor] Cleanrot Gauntlets,340200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110119,[Vigil - Armor] Cleanrot Greaves,340300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110120,[Vigil - Armor] Fire Monk Hood,350000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110121,[Vigil - Armor] Fire Monk Armor,350100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110122,[Vigil - Armor] Fire Monk Gauntlets,350200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110123,[Vigil - Armor] Fire Monk Greaves,350300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110124,[Vigil - Armor] Blackflame Monk Hood,351000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110125,[Vigil - Armor] Blackflame Monk Armor,351100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110126,[Vigil - Armor] Blackflame Monk Gauntlets,351200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110127,[Vigil - Armor] Blackflame Monk Greaves,351300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110128,[Vigil - Armor] Fire Prelate Helm,360000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110129,[Vigil - Armor] Fire Prelate Armor,360100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110130,[Vigil - Armor] Fire Prelate Gauntlets,360200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110131,[Vigil - Armor] Fire Prelate Greaves,360300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110132,[Vigil - Armor] Aristocrat Headband,370000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110133,[Vigil - Armor] Aristocrat Garb,370100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110134,[Vigil - Armor] Aristocrat Boots,370300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110135,[Vigil - Armor] Aristocrat Hat,380000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110136,[Vigil - Armor] Aristocrat Coat,380100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110137,[Vigil - Armor] Old Aristocrat Cowl,390000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110138,[Vigil - Armor] Old Aristocrat Gown,390100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110139,[Vigil - Armor] Old Aristocrat Shoes,390300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110140,[Vigil - Armor] Vulgar Militia Helm,420000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110141,[Vigil - Armor] Vulgar Militia Armor,420100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110142,[Vigil - Armor] Vulgar Militia Gauntlets,420200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110143,[Vigil - Armor] Vulgar Militia Greaves,420300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110144,[Vigil - Armor] Sage Hood,430000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110145,[Vigil - Armor] Sage Robe,430100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110146,[Vigil - Armor] Sage Trousers,430300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110147,[Vigil - Armor] Pumpkin Helm,440000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110148,[Vigil - Armor] Elden Lord Crown,460000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110149,[Vigil - Armor] Elden Lord Armor,460100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110150,[Vigil - Armor] Elden Lord Bracers,460200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110151,[Vigil - Armor] Elden Lord Greaves,460300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110152,[Vigil - Armor] Radahn's Redmane Helm,470000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110153,[Vigil - Armor] Radahn's Lion Armor,470100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110154,[Vigil - Armor] Radahn's Gauntlets,470200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110155,[Vigil - Armor] Radahn's Greaves,470300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110156,[Vigil - Armor] Lord of Blood's Robe,480100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110157,[Vigil - Armor] Queen's Crescent Crown,510000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110158,[Vigil - Armor] Queen's Robe,510100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110159,[Vigil - Armor] Queen's Bracelets,510200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110160,[Vigil - Armor] Queen's Leggings,510300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110161,[Vigil - Armor] Godskin Apostle Hood,520000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110162,[Vigil - Armor] Godskin Apostle Robe,520100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110163,[Vigil - Armor] Godskin Apostle Bracelets,520200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110164,[Vigil - Armor] Godskin Apostle Trousers,520300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110165,[Vigil - Armor] Godskin Noble Hood,530000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110166,[Vigil - Armor] Godskin Noble Robe,530100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110167,[Vigil - Armor] Godskin Noble Bracelets,530200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110168,[Vigil - Armor] Godskin Noble Trousers,530300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110169,[Vigil - Armor] Depraved Perfumer Headscarf,540000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110170,[Vigil - Armor] Depraved Perfumer Robe,540100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110171,[Vigil - Armor] Depraved Perfumer Gloves,540200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110172,[Vigil - Armor] Depraved Perfumer Trousers,540300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110173,[Vigil - Armor] Crucible Axe Helm,570000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110174,[Vigil - Armor] Crucible Axe Armor,570100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110175,[Vigil - Armor] Crucible Gauntlets,570200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110176,[Vigil - Armor] Crucible Greaves,570300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110177,[Vigil - Armor] Crucible Tree Helm,571000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110178,[Vigil - Armor] Crucible Tree Armor,571100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110179,[Vigil - Armor] Lusat's Glintstone Crown,580000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110180,[Vigil - Armor] Lusat's Robe,580100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110181,[Vigil - Armor] Lusat's Manchettes,580200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110182,[Vigil - Armor] Old Sorcerer's Legwraps,580300,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110183,[Vigil - Armor] Azur's Glintstone Crown,581000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110184,[Vigil - Armor] Azur's Glintstone Robe,581100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110185,[Vigil - Armor] Azur's Manchettes,581200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110186,[Vigil - Armor] All-Knowing Helm,590000,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110187,[Vigil - Armor] All-Knowing Armor,590100,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9110188,[Vigil - Armor] All-Knowing Gauntlets,590200,0,400001,0,0,-1,0,1,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
